U0003709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,2,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5,0,0,5,-0.833333333333333
U0004482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,0,0,1,-0.5,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,0,0,1,-0.5,0,0,0,2,-0.666666666666667,1
U0004524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,-0.962962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-0.914285714285714,-0.666666666666667,0,0,0,0,0,2,-0.666666666666667
U0004527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.2,-0.25,0.333333333333333,0.125,2.55555555555556,-0.6875,0.2,-0.416666666666667,-0.428571428571429
U0004595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U0004840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,1,-0.5,11,0,-0.583333333333333,-0.6,-0.5,6,-0.428571428571429
U0004934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.8,0,3,-0.75,0
U0004950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-0.454545454545455,0,0.166666666666667,-0.571428571428571,-0.333333333333333,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.4,0.333333333333333,2,0.416666666666667,-0.823529411764706,-0.666666666666667,2
U0004987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.8,0,0,0,0,0,2,-0.666666666666667,0,0
U0005052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
U0005255,0,0,1,-0.5,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,2,-0.666666666666667,0,-0.5,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,-0.6,0,-0.5,0,5,-0.833333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0.5,-0.666666666666667,0,1.5,-0.7,10,-0.515151515151515,-0.375,0
U0005380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,12,-0.923076923076923,3,-0.75,0,0,0,2,-0.666666666666667,0
U0005456,0,0,0,0,0,0,78,0.683544303797468,0.0150375939849624,0.6,-0.393518518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.833333333333333,2,2.33333333333333,-0.7,1.66666666666667,-0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.857142857142857,3,3,-0.8125,1.33333333333333,-0.571428571428571,2.33333333333333,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,9,-0.8,7,11.4375,-0.301507537688442,-0.539568345323741,-0.609375,2.68
U0005877,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,5,-0.833333333333333,0,0,0,0,0,0,1,0
U0005948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.666666666666667,0,2,-0.333333333333333,-0.5,0,6,-0.714285714285714
U0006135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0
U0006158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5
U0006211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U0006556,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,2,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,-0.666666666666667,0,0,0,0,0
U0006920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U0007061,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,-0.75,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,2.5,-0.285714285714286,-0.6,0.5,0,-0.666666666666667,0,0,2,0,0,0,0,1,-0.5,0,0,0,0,0,0,-0.142857142857143,-0.333333333333333,-0.5,-0.625,2.66666666666667,-0.272727272727273,-0.875,1,0,1,0.5
U0007344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5,3,-0.25,-0.666666666666667,0,0,1,0,-0.5
U0007966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0
U0008055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333333333,-0.25,0,-0.333333333333333,0.5,-0.666666666666667,2,-0.333333333333333,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,1,1.5,-0.4,1.66666666666667,-0.875,8,-0.444444444444444,0.8
U0008113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,4
U0008411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U0008444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,-0.375,-0.9,0,0,0,14,-0.933333333333333,0,28
U0008644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5,0,0,0,0,0,0,0
U0008686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-0.375,-0.2,1.25,0,0.555555555555556,3.57142857142857,-0.515625,-0.741935483870968,1.25,0,0,0,0,0,0,0,0,0,0,0,1,6,-0.642857142857143,-0.2,3.25,-0.352941176470588,2.45454545454545,2.15789473684211,-0.325,-0.666666666666667,0.296296296296296
U0008898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,1,-0.5,7,1.125,-0.588235294117647,-0.428571428571429,-0.75
U0009345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,-0.571428571428571,-0.666666666666667,1,-0.5,0,11,-0.833333333333333
U0009384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-0.3125,1.36363636363636,0.269230769230769,-0.333333333333333,-0.136363636363636,-0.421052631578947,0.545454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.666666666666667,3.5,0.722222222222222,-0.458064516129032,-0.107142857142857,-0.626666666666667,1.25
U0009953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,6,1.21428571428571,-0.354838709677419,-0.2,0.4375,-0.260869565217391,-0.411764705882353,-0.6,-0.75,1,0,0,0,0,0,0,0,0,0,0,0,-0.714285714285714,-0.5,7,0.875,-0.266666666666667,-0.727272727272727,5.33333333333333,-0.263157894736842,-0.642857142857143,-0.8,1
U0010178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,1,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,1,0,-0.5,0
U0010202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5
U0010212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,1,0,-0.5,0,0,0,0,0,0
U0010335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,4,-0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,7,-0.9375,1,0,-0.5,0,0,0,0,4
U0010377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1.33333333333333,0.285714285714286,-0.555555555555556
U0010431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,5,-0.333333333333333,-0.75,1,1,1.25,0.222222222222222,-0.636363636363636
U0010566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U0010567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4.04166666666667,0.148760330578512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.22222222222222,0.95,-0.41025641025641
U0010618,3,-0.75,0,112,-0.964601769911504,39.5,-0.037037037037037,-0.0641025641025641,-0.993150684931507,147,-0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,-0.8,0,1,0.5,0.666666666666667,0,0,0.2,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,2,0.166666666666667,-0.857142857142857,29,-0.9,28.6666666666667,0.0337078651685393,0.25,-0.956521739130435,8,-0.311111111111111
U0010802,0,0,0,0,0,0,0,0,0,0,0,-0.5,3,-0.5,0,-0.5,0,0,1,-0.5,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,1,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.5,2,0,-0.666666666666667,0,1,-0.5,2,2.33333333333333,-0.7,0.333333333333333
U0011043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.666666666666667,1,-0.5,0,1,1,-0.75,1,0.5,-0.666666666666667
U0011127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-0.941176470588235,0,6,-0.714285714285714
U0011799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,1,-0.5
U0011910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-0.625,-0.333333333333333,-0.5,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.6,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-0.909090909090909,0,0
U0012078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4.66666666666667,-0.882352941176471,1.5,0.2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-0.5,2.45454545454545,-0.736842105263158,0.3,0.153846153846154,0.0666666666666667,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,14,0.533333333333333,2.04347826086957,-0.614285714285714,0.555555555555556,-0.19047619047619,0.117647058823529
U0012255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U0012304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U0012674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,8,0,-0.777777777777778,-0.5,1
U0013054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.166666666666667,-0.571428571428571,-0.666666666666667,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.75,1,0,-0.5,0,0,2,0.666666666666667,-0.4,-0.666666666666667
U0013088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.666666666666667,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-0.875,0,0,0,7
U0013338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.666666666666667,3,-0.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,0,0,-0.8,0
U0013395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,5,-0.666666666666667,1.5,-0.4,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.285714285714286,-0.888888888888889,9,5.7,-0.462686567164179,-0.805555555555556,-0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.333333333333333,-0.833333333333333,13.5,7.55172413793103,-0.560483870967742,-0.532110091743119,-0.666666666666667,0.294117647058824
U0013596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
U0013609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.111111111111111,-0.25,0.333333333333333,-0.125,0,1.57142857142857,-0.5,-0.222222222222222,-0.428571428571429,1,0,0,0,0,0,0,0,3,-0.75,0,0,-0.173913043478261,-0.473684210526316,2.1,-0.580645161290323,0.153846153846154,-0.0666666666666667,0.928571428571429,-0.037037037037037,0.307692307692308,-0.294117647058824,-0.375
